Index,MakerNo,MakerName,MakerSortNo,ModelNo,ModelName,ModelSortNo,MDetailNo,MDetailName,MDetailSortNo,ST_YEAR,ED_YEAR,GradeNo,GradeName,GradeSortNo,GdetailNo,GdetailName,GDetailSortNo
0,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014870,가솔린 2.5 2WD,1.0,100014322.0,프리미엄,1.0
1,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014870,가솔린 2.5 2WD,1.0,100014323.0,익스클루시브,2.0
2,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014870,가솔린 2.5 2WD,1.0,100014324.0,캘리그래피,3.0
3,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014871,가솔린 3.5 2WD,2.0,100014325.0,프리미엄,1.0
4,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014871,가솔린 3.5 2WD,2.0,100014326.0,익스클루시브,2.0
5,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014871,가솔린 3.5 2WD,2.0,100014327.0,캘리그래피,3.0
6,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014873,가솔린 3.5 4WD,3.0,100014328.0,프리미엄,1.0
7,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014873,가솔린 3.5 4WD,3.0,100014329.0,익스클루시브,2.0
8,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014873,가솔린 3.5 4WD,3.0,100014330.0,캘리그래피,3.0
9,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014874,LPG 3.5 2WD,4.0,100014331.0,프리미엄,1.0
10,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10014874,LPG 3.5 2WD,4.0,100014332.0,익스클루시브,2.0
11,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10015250,LPG 3.5 2WD(장애인용),5.0,100014517.0,프리미엄 플러스,1.0
12,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10015250,LPG 3.5 2WD(장애인용),5.0,100014518.0,익스클루시브 플러스,2.0
13,10055,현대,1,100217,그랜저,1.0,1002946,그랜저 (GN7),1.0,2022.0,,10015251,LPG 3.5 2WD (택시형),6.0,100014519.0,고급형,1.0
14,10055,현대,1,100217,그랜저,1.0,1002947,그랜저 하이브리드 (GN7),2.0,2022.0,,10014876,프리미엄,1.0,,,
15,10055,현대,1,100217,그랜저,1.0,1002947,그랜저 하이브리드 (GN7),2.0,2022.0,,10014877,익스클루시브,2.0,,,
16,10055,현대,1,100217,그랜저,1.0,1002947,그랜저 하이브리드 (GN7),2.0,2022.0,,10014878,캘리그래피,3.0,,,
17,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013269,2.5 프리미엄,1.0,,,
18,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013270,2.5 프리미엄 초이스,2.0,,,
19,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013930,2.5 르블랑,3.0,,,
20,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013271,2.5 익스클루시브,4.0,,,
21,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013272,2.5 캘리그래피,5.0,,,
22,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10014363,2.5 임원전용,6.0,,,
23,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013273,3.3 프리미엄,7.0,,,
24,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013274,3.3 프리미엄 초이스,8.0,,,
25,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013931,3.3 르블랑,9.0,,,
26,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013275,3.3 익스클루시브,10.0,,,
27,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013276,3.3 캘리그래피,11.0,,,
28,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013277,LPI 3.0 프리미엄,12.0,,,
29,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013278,LPI 3.0 프리미엄 초이스,13.0,,,
30,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013279,LPI 3.0 익스클루시브,14.0,,,
31,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013282,LPI 3.0 모던(렌터카),15.0,,,
32,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013283,LPI 3.0 프리미엄(렌터카),16.0,,,
33,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013284,LPI 3.0 익스클루시브(렌터카),17.0,,,
34,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013542,LPI 3.0 모범형(택시형),18.0,,,
35,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013543,LPI 3.0 고급형(택시형),19.0,,,
36,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013544,LPI 3.0 고급형 VIP패키지(택시형),20.0,,,
37,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013280,LPI 3.0 프리미엄(장애인),21.0,,,
38,10055,현대,1,100217,그랜저,1.0,1002702,더 뉴 그랜저 IG,3.0,2019.0,,10013281,LPI 3.0 익스클루시브(장애인),22.0,,,
39,10055,현대,1,100217,그랜저,1.0,1002703,더 뉴 그랜저 IG 하이브리드,4.0,2019.0,,10013285,프리미엄,1.0,,,
40,10055,현대,1,100217,그랜저,1.0,1002703,더 뉴 그랜저 IG 하이브리드,4.0,2019.0,,10013884,프리미엄 초이스,2.0,,,
41,10055,현대,1,100217,그랜저,1.0,1002703,더 뉴 그랜저 IG 하이브리드,4.0,2019.0,,10013932,르블랑,3.0,,,
42,10055,현대,1,100217,그랜저,1.0,1002703,더 뉴 그랜저 IG 하이브리드,4.0,2019.0,,10013286,익스클루시브,4.0,,,
43,10055,현대,1,100217,그랜저,1.0,1002703,더 뉴 그랜저 IG 하이브리드,4.0,2019.0,,10013287,캘리그래피,5.0,,,
44,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011185,2.4 GDI 모던,2.0,,,
45,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011186,2.4 GDI 프리미엄,3.0,100013558.0,기본형,1.0
46,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011186,2.4 GDI 프리미엄,3.0,100010999.0,스페셜,2.0
47,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012097,2.4 GDI 익스클루시브,4.0,100011536.0,스페셜,1.0
48,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10013981,2.4 GDI 임원전용,5.0,,,
49,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012098,2.4 GDI 모던 베이직(렌터카),6.0,,,
50,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012099,3.0 GDI 프리미엄,7.0,,,
51,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011188,3.0 GDI 익스클루시브,8.0,100013892.0,기본형,1.0
52,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011188,3.0 GDI 익스클루시브,8.0,100011000.0,스페셜,2.0
53,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10014853,3.0 GDI 익스클루시브 스페셜,9.0,,,
54,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011187,3.0 GDI 모던 베이직(렌터카),10.0,,,
55,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011473,3.3 GDI 셀러브리티,11.0,,,
56,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011189,2.2 VGT 모던,12.0,,,
57,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011190,2.2 VGT 프리미엄,13.0,100013893.0,기본형,1.0
58,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011190,2.2 VGT 프리미엄,13.0,100011001.0,스페셜,2.0
59,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011192,3.0 LPI 모던,14.0,,,
60,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011194,3.0 LPI 익스클루시브,15.0,100013891.0,기본형,1.0
61,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011194,3.0 LPI 익스클루시브,15.0,100011003.0,스페셜,2.0
62,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10011191,3.0 LPI 모던 베이직(렌터카),16.0,,,
63,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012863,3.0 LPI 모던(렌터카),17.0,,,
64,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012864,3.0 LPI 익스클루시브(렌터카),18.0,,,
65,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012865,3.0 LPI 프리미엄 스페셜(장애인용),19.0,,,
66,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012866,3.0 LPI 익스클루시브 스페셜(장애인용),20.0,,,
67,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012100,3.0 LPI 택시형,21.0,100013489.0,개인형,1.0
68,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012100,3.0 LPI 택시형,21.0,100013490.0,모범형,2.0
69,10055,현대,1,100217,그랜저,1.0,1002457,그랜저 IG,5.0,2016.0,2019.0,10012100,3.0 LPI 택시형,21.0,100013491.0,VIP 패키지,3.0
70,10055,현대,1,100217,그랜저,1.0,1002496,그랜저 IG 하이브리드,6.0,2016.0,2019.0,10011416,프리미엄,1.0,,,
71,10055,현대,1,100217,그랜저,1.0,1002496,그랜저 IG 하이브리드,6.0,2016.0,2019.0,10011417,익스클루시브,2.0,,,
72,10055,현대,1,100217,그랜저,1.0,1002496,그랜저 IG 하이브리드,6.0,2016.0,2019.0,10011418,익스클루시브 스페셜,3.0,,,
73,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003520,HG240 LUXURY,1.0,,,
74,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003528,HG240 MODERN,2.0,100013894.0,기본형,1.0
75,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003528,HG240 MODERN,2.0,100010873.0,컬렉션,2.0
76,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10009529,HG240 SPECIAL,3.0,,,
77,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003521,HG300 PRIME,4.0,,,
78,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003522,HG300 NOBLE,5.0,,,
79,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003523,HG300 ROYAL,6.0,,,
80,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003529,HG300 PREMIUM,7.0,100013895.0,기본형,1.0
81,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003529,HG300 PREMIUM,7.0,100010874.0,컬렉션,2.0
82,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003530,HG300 EXCLUSIVE,8.0,100013896.0,기본형,1.0
83,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003530,HG300 EXCLUSIVE,8.0,100010875.0,스페셜,2.0
84,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003530,HG300 EXCLUSIVE,8.0,100010876.0,컬렉션,3.0
85,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10011401,HG300 더 타임리스,9.0,,,
86,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003524,HG330 CELEBRITY,10.0,,,
87,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10007255,아제라(수출형),11.0,,,
88,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003533,HG220 MODERN,12.0,100013897.0,기본형,1.0
89,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003533,HG220 MODERN,12.0,100010877.0,컬렉션,2.0
90,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003534,HG220 PREMIUM,13.0,100013898.0,기본형,1.0
91,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003534,HG220 PREMIUM,13.0,100010878.0,컬렉션,2.0
92,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003525,LPG HG300 프라임,14.0,,,
93,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003526,LPG HG300 이그젝큐티브,15.0,,,
94,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003531,LPG HG300 MODERN,16.0,,,
95,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003532,LPG HG300 PREMIUM,17.0,,,
96,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10007086,LPG HG300 익스클루시브,18.0,,,
97,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10003527,LPG HG300 장애인용,19.0,,,
98,10055,현대,1,100217,그랜저,1.0,1001397,그랜저 HG,7.0,2011.0,2016.0,10011973,LPG HG300 택시형,20.0,,,
99,10055,현대,1,100217,그랜저,1.0,1001416,그랜저 HG 하이브리드,8.0,2013.0,2017.0,10003535,PREMIUM,1.0,,,
100,10055,현대,1,100217,그랜저,1.0,1001416,그랜저 HG 하이브리드,8.0,2013.0,2017.0,10011689,프리미엄 컬렉션,2.0,,,
101,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003512,Q240,1.0,100007100.0,기본형,1.0
102,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003512,Q240,1.0,100008301.0,디럭스,2.0
103,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003512,Q240,1.0,100014293.0,럭셔리,3.0
104,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003513,Q270 DELUXE,2.0,,,
105,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003514,Q270 LUXURY,3.0,100012281.0,기본형,1.0
106,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003514,Q270 LUXURY,3.0,100007361.0,스마트팩,2.0
107,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003514,Q270 LUXURY,3.0,100008422.0,알칸타라팩,3.0
108,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003515,Q270 PREMIER,4.0,100012282.0,기본형,1.0
109,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003515,Q270 PREMIER,4.0,100007362.0,스마트팩,2.0
110,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003515,Q270 PREMIER,4.0,100008423.0,알칸타라팩,3.0
111,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003519,Q270 TOP,5.0,,,
112,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10012052,Q270 24주년 스페셜 에디션,6.0,100011528.0,럭셔리 I,1.0
113,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10012052,Q270 24주년 스페셜 에디션,6.0,100011529.0,럭셔리 II,2.0
114,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003516,L330 PRIME,7.0,100012284.0,기본형,1.0
115,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003516,L330 PRIME,7.0,100007409.0,알칸타라팩,2.0
116,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003517,L330 VIP,8.0,100013899.0,기본형,1.0
117,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003517,L330 VIP,8.0,100007410.0,알칸타라팩,2.0
118,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003518,2.7 LPI,9.0,100008178.0,개인용,1.0
119,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003518,2.7 LPI,9.0,100009116.0,모범형,2.0
120,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003518,2.7 LPI,9.0,100009692.0,팩키지1,3.0
121,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003518,2.7 LPI,9.0,100009933.0,팩키지2,4.0
122,10055,현대,1,100217,그랜저,1.0,1001373,더 럭셔리 그랜저,9.0,2009.0,2011.0,10003518,2.7 LPI,9.0,100010058.0,장애우용,5.0
123,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003508,Q240,,100007099.0,기본형,1.0
124,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003508,Q240,,100008300.0,디럭스,2.0
125,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003509,Q270,,100007236.0,디럭스,1.0
126,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003509,Q270,,100008316.0,럭셔리,2.0
127,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003509,Q270,,100009095.0,럭셔리 스마트팩,3.0
128,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003509,Q270,,100011683.0,럭셔리 알칸트라팩,4.0
129,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003509,Q270,,100009699.0,프리미어,5.0
130,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003509,Q270,,100009938.0,프리미어 스마트팩,6.0
131,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003509,Q270,,100011684.0,프리미어 알칸트라팩,7.0
132,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003510,L330,,100007268.0,럭셔리,1.0
133,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003510,L330,,100008329.0,럭셔리 스마트팩,2.0
134,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003510,L330,,100009267.0,탑,3.0
135,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003510,L330,,100009681.0,탑 VIP팩,4.0
136,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003510,L330,,100011685.0,탑 메모리팩,5.0
137,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003510,L330,,100011686.0,탑 프리미엄팩,6.0
138,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003510,L330,,100011687.0,탑 브라운팩,7.0
139,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003510,L330,,100009898.0,브라운팩,8.0
140,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003511,Q270 LPI,,100008177.0,개인용,1.0
141,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003511,Q270 LPI,,100009115.0,모범형,2.0
142,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003511,Q270 LPI,,100009691.0,팩키지1,3.0
143,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003511,Q270 LPI,,100009932.0,팩키지2,4.0
144,10055,현대,1,100217,그랜저,1.0,1001336,그랜저 뉴 럭셔리,10.0,2008.0,2009.0,10003511,Q270 LPI,,100010057.0,장애인용,5.0
145,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003499,Q240,1.0,100007094.0,기본형,1.0
146,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003499,Q240,1.0,100008299.0,디럭스,2.0
147,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003499,Q240,1.0,100013488.0,디럭스 모젠팩,3.0
148,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003500,Q270,2.0,100007095.0,기본형,1.0
149,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003500,Q270,2.0,100008651.0,플러스팩,2.0
150,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003506,Q270 DELUXE,3.0,100007098.0,기본형,1.0
151,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003506,Q270 DELUXE,3.0,100011336.0,모젠팩,2.0
152,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003505,Q270 LUXURY,4.0,100007097.0,기본형,1.0
153,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003505,Q270 LUXURY,4.0,100008401.0,스마트팩,2.0
154,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003505,Q270 LUXURY,4.0,100011081.0,모젠팩,3.0
155,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003505,Q270 LUXURY,4.0,100011082.0,모젠 스마트팩,4.0
156,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003501,Q270 PREMIER,5.0,100007096.0,기본형,1.0
157,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003501,Q270 PREMIER,5.0,100008400.0,스마트팩,2.0
158,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003501,Q270 PREMIER,5.0,100009118.0,모젠팩,3.0
159,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003501,Q270 PREMIER,5.0,100009616.0,모젠 스마트팩,4.0
160,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100007568.0,탑,1.0
161,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100008587.0,탑 메모리팩,2.0
162,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100009268.0,탑 프리미엄팩,3.0
163,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100009680.0,탑 ViP팩,4.0
164,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100011715.0,탑 브라운팩,5.0
165,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100011606.0,탑 모젠팩,6.0
166,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100011716.0,탑 모젠 메모리팩,7.0
167,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100009890.0,럭셔리,8.0
168,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100010045.0,럭셔리 스마트팩,9.0
169,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100011587.0,모젠팩,10.0
170,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003502,L330,6.0,100011588.0,모젠 메모리팩,11.0
171,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003503,S380,7.0,100007569.0,탑,1.0
172,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003503,S380,7.0,100011717.0,탑 모젠팩,2.0
173,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003504,2.7 LPI,8.0,100009648.0,영업용 개인형,1.0
174,10055,현대,1,100217,그랜저,1.0,1001288,그랜저 TG,11.0,2005.0,2008.0,10003504,2.7 LPI,8.0,100009909.0,영업용 모범형,2.0
